Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_19_820.jpg;-7.004217;0;0;0;99.66999;85.58897;0.0002303132;310.2427;4.447347E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_19_887.jpg;-2.983496;0;0;0;99.66999;85.58897;0.0002302578;309.5853;4.037142E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_19_953.jpg;0;0;0;0;99.66999;85.58897;0.0002310308;309.4675;3.339702E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_020.jpg;0;0;0;0;99.66999;85.58897;0.0002324141;309.4675;2.144942E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_087.jpg;0;0;0;0;99.66999;85.58897;0.0002334589;309.4675;1.393166E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_153.jpg;0;0;0;0;99.66999;85.58897;0.0002344005;309.4675;7.07452E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_220.jpg;0;0;0;0;99.66999;85.58897;0.000237978;309.2278;-2.3827E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_286.jpg;0;0;0;0;99.66999;85.58897;0.0002409405;309.2278;-9.329798E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_353.jpg;0;0;0;0;99.66999;85.58897;0.0002438742;309.2278;-1.604E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_420.jpg;0;0;0;0;99.66999;85.58897;0.0002464248;309.2278;-2.414318E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_486.jpg;0;0;0;0;99.66999;85.58897;0.0002467106;309.2278;-2.747398E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_553.jpg;0;0;0;0;99.66999;85.58897;0.0002471924;309.2278;-2.866534E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_619.jpg;0;0;0;0;99.66999;85.58897;0.0002474333;309.2278;-2.926102E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_686.jpg;0;0;0;0;99.66999;85.58897;0.0002472681;309.2278;-2.908884E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_753.jpg;0;0;0;0;99.66999;85.58897;0.0002470163;309.2278;-2.820601E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_819.jpg;0;0;0;0;99.66999;85.58897;0.0002462328;309.2278;-2.690718E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_886.jpg;0;0;0;0;99.66999;85.58897;0.0002447307;309.2278;-2.444587E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_20_953.jpg;0;0;0;0;99.66999;85.58897;0.0002447526;309.2278;-2.502017E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_020.jpg;0;0;0;0;99.66999;85.58897;0.0002449716;309.2278;-2.504155E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_087.jpg;0;0;0;0;99.66999;85.58897;0.0002450861;309.2278;-2.440256E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_153.jpg;0;0;0;0;99.66999;85.58897;0.000245516;309.2278;-2.31962E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_219.jpg;0;0;0;0;99.66999;85.58897;0.0002463081;309.2278;-2.160912E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_286.jpg;0;0;0;0;99.66999;85.58897;0.0002467479;309.2278;-1.910338E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_353.jpg;4.002661;0;0;0;99.66999;85.58897;0.0002458974;309.7082;-1.912267E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_420.jpg;6.079674E-05;0;0;0;99.66999;85.58897;0.0002443895;309.9477;-1.523838E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_486.jpg;0;0;0;0;99.66999;85.58897;0.0002437049;309.9477;-1.056101E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_553.jpg;0;0;0;0;99.66999;85.58897;0.0002423639;309.9477;-5.815342E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_620.jpg;0;0;0;0;99.66999;85.58897;0.0002403296;309.9477;7.720322E-07
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_686.jpg;0;0;0;0;99.66999;85.58897;0.0002386147;309.9477;5.42645E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_753.jpg;1.99914;0;0;0;99.66999;85.58897;0.0002370478;310.1876;8.069592E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_820.jpg;2.012043;0;0;0;99.66999;85.58897;0.0002352562;310.9105;8.670298E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_886.jpg;0;0;0;0;99.66999;85.58897;0.0002337055;310.9111;9.703154E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_21_953.jpg;0;0;0;0;99.66999;85.58897;0.0002324989;310.9111;1.0438E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_019.jpg;0;0;0;0;99.66999;85.58897;0.0002315176;310.9111;1.086096E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_086.jpg;0;0;0;0;99.66999;85.58897;0.0002305125;310.9111;1.060938E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_153.jpg;0;0;0;0;99.66999;85.58897;0.0002302142;310.9111;9.809446E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_220.jpg;0;0;0;0;99.66999;85.58897;0.000230092;310.9111;8.260373E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_287.jpg;0;0;0;0;99.66999;85.58897;0.0002301071;310.9111;6.773981E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_353.jpg;0;0;0;0;99.66999;85.58897;0.0002302475;310.9111;5.013021E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_420.jpg;0;0.09993607;0;0;99.66997;85.589;-0.0006164995;310.9104;4.136274E-06
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_487.jpg;0;0.300021;0;0;99.67053;85.58835;0.01813492;310.9952;-8.881537E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_553.jpg;0;0.49986;0;0.01994548;99.67289;85.58564;0.09511469;311.0444;-0.0002083177
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_619.jpg;0;0.699381;0;0.05755548;99.67622;85.5818;0.1962636;311.123;-0.0004579721
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_687.jpg;0;0.900657;0;0.08700108;99.68424;85.57262;0.4297315;311.0868;8.315188E-05
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_753.jpg;0;1;0;0.1590581;99.69279;85.56271;0.6424903;311.0694;-0.0006539117
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_820.jpg;0;1;0;0.2080087;99.70826;85.54491;0.9829253;311.1172;-0.001702382
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_886.jpg;0;1;0;0.2687455;99.72224;85.52883;1.244056;311.194;-0.0004815351
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_22_953.jpg;0;1;0;0.3219474;99.73572;85.51352;1.311103;310.9706;-0.001011907
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_019.jpg;0;0.899719;0;0.3872459;99.74921;85.49828;1.175726;311.0613;-0.002756322
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_086.jpg;0;0.6996461;0;0.4277815;99.77104;85.47306;1.075608;311.1431;-0.001202165
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_153.jpg;0;0.4997741;0;0.4594541;99.78925;85.45211;1.038544;311.1823;0.0005514149
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_219.jpg;0;0.2999231;0;0.4895414;99.80815;85.43034;1.003853;311.132;0.0006707421
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_287.jpg;0;0.09953505;0;0.5093879;99.83359;85.4009;0.9390996;310.9492;0.0003521756
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_352.jpg;0;0;0;0.5048307;99.85268;85.37886;0.8741962;310.955;-0.0001230111
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_419.jpg;0;0;0;0.5035296;99.87151;85.35714;0.7897448;310.9548;0.0005617029
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_486.jpg;0;0;0;0.5021821;99.89625;85.32864;0.6515144;310.9548;0.002086838
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_553.jpg;-2.99835;0;0;0.5002187;99.91426;85.30725;0.5341636;310.8918;-0.005292959
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_620.jpg;-5.994002;0;0;0.4983355;99.9373;85.27837;0.3675089;310.6543;359.9658
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_686.jpg;-8.998111;0;0;0.4961272;99.95385;85.25639;0.2397727;310.3656;359.9301
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_753.jpg;-11.99196;0;0;0.4934099;99.9697;85.23407;0.1129977;309.9758;359.8817
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_820.jpg;-14.99351;0;0;0.4892368;99.98984;85.20382;359.9507;309.3335;359.8033
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_886.jpg;-15;0.200508;0;0.4788014;100.0047;85.18101;359.8373;309.045;359.7477
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_23_953.jpg;-15;0.4005811;0;0.4906099;100.0202;85.15688;359.7737;308.4189;359.6996
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_019.jpg;-15;0.600084;0;0.5214161;100.0367;85.13046;359.7768;307.8929;359.6527
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_086.jpg;-15;0.8003581;0;0.5445757;100.0608;85.09087;359.8947;306.9177;359.5895
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_153.jpg;-15;0.999972;0;0.5855636;100.0806;85.05673;0.07942442;306.0339;359.5302
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_219.jpg;-15;1;0;0.6490387;100.1019;85.01981;0.2913498;305.2337;359.5084
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_286.jpg;-15;1;0;0.7010859;100.1317;84.96567;0.612929;304.2278;359.5035
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_353.jpg;-15;1;0;0.7606274;100.155;84.92262;0.8327635;303.364;359.5544
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_419.jpg;-15;1;0;0.7972087;100.1782;84.87908;0.9348237;302.4919;359.708
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_486.jpg;-15;1;0;0.8636304;100.2095;84.81555;1.056007;301.4283;359.9241
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_553.jpg;-15;1;0;0.9207332;100.2332;84.76377;1.178152;300.4271;0.03527647
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_619.jpg;-15;1;0;0.9622557;100.2563;84.70863;1.276355;299.2796;0.04142801
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_686.jpg;-12.00826;0.900136;0;1.024931;100.2881;84.63373;1.237155;297.9908;0.004980769
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_753.jpg;-9.015045;0.700588;0;1.061554;100.3133;84.57569;1.173834;297.2132;0.005277989
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_819.jpg;-1.99401;0.4999871;0;1.104602;100.3408;84.51588;1.142354;296.7673;0.01913876
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_886.jpg;4.999518;0.300172;0;1.1309;100.3818;84.43701;1.081448;296.9877;0.09801105
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_24_953.jpg;12.01604;0.09969991;0;1.130491;100.4155;84.38043;0.9802126;297.7305;0.2041561
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_019.jpg;15;0;0;1.114581;100.4507;84.32653;0.8151195;298.8024;0.3282591
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_086.jpg;15;0;0;1.119196;100.4994;84.25661;0.5674791;300.2578;0.5148798
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_153.jpg;15;0;0;1.114075;100.5368;84.20556;0.3670856;301.3419;0.6590568
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_219.jpg;11.00292;0;0;1.108706;100.5741;84.1548;0.1682021;302.2742;0.7829219
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_286.jpg;6.99936;0;0;1.106583;100.6231;84.08618;359.9342;303.1073;0.8782657
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_353.jpg;3.007321;0;0;1.103385;100.6591;84.03359;359.8038;303.4299;0.8790938
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_419.jpg;-1.000321;0;0;1.098203;100.6944;83.9798;359.7159;303.4994;0.8095122
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_486.jpg;-6.492569;0;0;1.093125;100.7394;83.90654;359.632;303.1054;0.6255083
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_553.jpg;-9.488954;0.1999471;0;1.084893;100.7711;83.85001;359.5858;302.4594;0.4249369
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_619.jpg;-15;0.4006321;0;1.094489;100.801;83.79134;359.5729;301.5735;0.1749179
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_686.jpg;-15;0.599976;0;1.110351;100.8397;83.70956;359.6304;300.1534;359.8072
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_753.jpg;-14.51259;0.8007;0;1.138078;100.8685;83.64528;359.7385;298.9675;359.5285
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_820.jpg;-15;1;0;1.171349;100.9072;83.55351;0.02469442;297.3108;359.1802
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_886.jpg;-15;1;0;1.219784;100.9362;83.48175;0.2372964;296.0393;358.997
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_25_953.jpg;-15;1;0;1.267613;100.964;83.41007;0.3180883;294.7398;358.9485
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_019.jpg;-11.9994;1;0;1.295166;100.991;83.33878;0.2406159;293.5802;359.054
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_086.jpg;-7.001944;1;0;1.371565;101.028;83.23614;0.2112611;292.326;359.2532
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_153.jpg;0.001766682;1;0;1.416113;101.0599;83.15517;0.2882746;292.0724;359.4512
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_219.jpg;7.005165;1;0;1.472466;101.0962;83.07188;0.4332131;292.4092;359.7104
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_286.jpg;13.98767;1;0;1.509183;101.1535;82.95958;0.6987661;293.9164;0.1833751
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_353.jpg;9.9909;1;0;1.548134;101.1979;82.87373;0.8605191;295.093;0.4416555
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_419.jpg;5.99556;1;0;1.603123;101.2415;82.78712;0.9084869;295.9651;0.5378247
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_486.jpg;1.999201;1;0;1.640764;101.2985;82.67064;0.7648295;296.5957;0.4097164
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_553.jpg;-1.996919;1;0;1.706382;101.3436;82.57865;0.7198693;296.6064;0.2788996
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_619.jpg;-6.003839;1;0;1.763005;101.3885;82.48226;0.7487937;296.188;0.1145082
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_686.jpg;-11.49078;1;0;1.803173;101.4456;82.34724;0.8461732;294.8849;359.8401
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_753.jpg;-15;1;0;1.839219;101.4841;82.24187;0.9032336;293.308;359.5961
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_819.jpg;-15;1;0;1.887996;101.5205;82.13557;0.8566226;291.589;359.439
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_886.jpg;-15;1;0;1.919795;101.5643;81.9931;0.5660695;289.2329;359.3753
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_26_953.jpg;-8.49379;1;0;1.979867;101.5956;81.8809;0.3927568;287.8766;359.3308
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_27_019.jpg;-3.00102;1;0;2.040432;101.6292;81.76486;0.3069375;287.1575;359.3233
/Users/jared/Desktop/Training/UdacityRobotics/RoboND-Rover-Project/output/IMG/robocam_2017_12_17_09_23_27_086.jpg;0;1;0;2.083571;101.6778;81.60477;0.3131365;286.9095;359.3846
